Tahun_sipsn,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B),%Pengurangan Sampah(B/A),Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2,Unnamed: 0,Tahun_tpa,P,Nama Fasilitas,Jenis,Status,Sampahmasuk (ton/thn),Sampahmasuk Landfill (ton/thn),Sampah Organikterolah (ton/thn),Sampah An-Organikterolah (ton/thn),RecoveryPemulung (ton/thn),Energi(MW),Alamat,Kelurahan,Kecamatan,Pengelola,Luas (hektar),Sistem Operasional,Tgl Awal Operasi,Tgl. Akhir Operasi,Luas Landfill Aktif (m2),Pencatatan,Jembatan Timbang,Penutupan Sampah Zona Aktif,Jml Sumur Pantau,IPL,Jml Uji Lindi,Ada Drainase,Pemanfaatan Gas Metana,Jumlah KK yang memanfaatkan gas Metana
,Jawa Tengah,Kab. Magelang,,,,,,,,,,,,,2025.0,2.0,TPA KLEGEN,TPA Pemda (Non Regional),A,29787.65,29276.65,0.0,0.0,511.0,0.0,Jl.Grabag-Cokro Km.4 Pule Wayang,,,Pemda DATI II,1.2,Control Landfill,2004,-,643,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),-,Tujuh hari sekali atau Seminggu Sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2,ADA,-,-
,Jawa Tengah,Kab. Pati,,,,,,,,,,,,,2025.0,2.0,TPA Sukoharjo,TPA Pemda (Non Regional),A,68985.0,68437.5,182.5,0.0,365.0,0.0,Ds. Sukoharjo kec. Margorejo Kab. Pati,Sukoharjo,Margorejo,Pemda DATI II,12.5,Open Dumping,1 Desember 2017,1 Januari 2025,1.2,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Dua minggu sekali,4,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",1,ADA,Tidak ada. Gas Metana dibakar.,-
,Jawa Tengah,Kab. Pekalongan,,,,,,,,,,,,,2025.0,2.0,TPA BOJONGLARANG,TPA Pemda (Non Regional),A,52560.0,49092.5,365.0,0.0,3102.5,0.0,"Dukuh Bojonglarang, Desa Linggoasri, Kecamatan Kajen",,,Pemda DATI II,4.54,Open Dumping,2002,-,20400,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada tapi sedang rusak,Setahun Sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",-,ADA,Tidak ada. Gas Metana dibakar.,-
,Jawa Tengah,Kab. Purworejo,,,,,,,,,,,,,2025.0,2.0,TPA JETIS,TPA Pemda (Non Regional),A,25144.85,23126.4,543.85,635.1,839.5,0.0,RT 02 RW 02,JETIS,LOANO,Pemda DATI II,4.79,Control Landfill,1997,2022,20000,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,5,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",3,ADA,Untuk Bahan Bakar,-
2025.0,Jawa Tengah,Kab. Semarang,198693.04,5614.67,2.83,22685.3,11.42,28299.98,14.24,5614.67,22685.3,14.24,P 1,,2025.0,2.0,Pengolahan Maggot TPA Blondo,TPA Pemda (Non Regional),A,98915.0,94706.55,1642.5,0.0,2565.95,0.0,Blondo,BLONDO,BAWEN,Pemda DATI II,57,-,2009,-,5290,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),-,Tujuh hari sekali atau Seminggu Sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12,ADA,Tidak ada. Melepas gas Metana ke udara.,-
2025.0,Jawa Tengah,Kab. Sragen,220042.66,385.75,0.18,94843.13,43.1,95228.88,43.28,385.71,25493.13,11.76,P 1,,2025.0,2.0,TPA Tanggan,TPA Pemda (Non Regional),A,71175.0,64787.5,3650.0,1825.0,912.5,0.0,Jl. Jati Sari,Tanggan,Gesi,Pemda DATI II,5,Control Landfill,1991,2025,7.99,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,4,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",2,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Jawa Tengah,Kab. Sukoharjo,133938.65,504.25,0.38,20478.24,15.29,20982.49,15.67,386.16,20478.24,15.58,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Tengah,Kab. Tegal,241609.56,0.0,0.0,24290.89,10.05,24290.89,10.05,0.0,24290.89,10.05,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Tengah,Kab. Wonogiri,127590.96,43898.19,34.41,32174.16,25.22,76072.34,59.62,43898.19,5821.16,38.97,P 1,,2025.0,2.0,TPA NGADIROJO,TPA Pemda (Non Regional),A,26353.0,25843.4,365.0,0.0,144.6,0.0,Jl.Kasihan,KERJO LOR,NGADIROJO,Pemda DATI II,8.2,Open Dumping,1991,2026,20,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Sebulan sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",2,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Jawa Tengah,Kab. Wonosobo,134393.88,6915.27,5.15,62202.45,46.28,69117.71,51.43,6900.33,16212.45,17.2,P 1,,2025.0,1.0,TPA Wonorejo,TPA Pemda (Non Regional),A,45990.0,44530.0,0.0,0.0,1460.0,0.0,Jl. Dusun Losari,Wonorejo,Selomerto,Lainnya,2.7,Control Landfill,1985,-,12207,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Jawa Tengah,Kota Magelang,31099.96,31.88,0.1,29693.57,95.48,29725.44,95.58,31.88,5278.72,17.08,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Tengah,Kota Semarang,434518.12,136438.3,31.4,132936.81,30.59,269375.11,61.99,136438.3,132936.81,61.99,P 1,,2025.0,2.0,TPA Jatibarang,TPA Pemda (Non Regional),A,299665.0,291600.98,0.0,0.0,8064.02,0.0,Jl. Untung Suropati,Bambankerep,Mijen,Lainnya,46.02,Open Dumping,1990,2021,232,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Dua minggu sekali,6,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",12,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Jawa Tengah,Kota Surakarta,153840.85,8304.08,5.4,20679.14,13.44,28983.22,18.84,4936.63,9659.79,9.49,P 1,,2025.0,2.0,TPA PUTRI CEMPO,TPA Pemda (Non Regional),A,121506.82,121506.82,0.0,0.0,0.0,5.0,Jatirejo RT 06 RW 11,Mojosongo,Jebres,Pemda DATI II,17,-,01-01-1986,-,-,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tidak ditutup sama sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",1,ADA,Untuk Energi Listrik,-
2025.0,Jawa Timur,Kab. Bangkalan,154058.03,5.48,0.0,20316.33,13.19,20321.8,13.19,5.48,18115.38,11.76,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Timur,Kab. Banyuwangi,307381.4,8212.18,2.67,185377.7,60.31,193589.88,62.98,7878.16,108092.6,37.73,P 1,,2025.0,2.0,TPA Blimbingsari,TPA Pemda (Non Regional),A,60225.0,48180.0,7300.0,0.0,4745.0,0.0,Kecamatan Blimbingsari,,,Pemda DATI II,2.1,Control Landfill,-,-,21992,-,-,Tiga hari sekali atau seminggu dua kali,-,-,-,TIDAK ADA,-,-
2025.0,Jawa Timur,Kab. Blitar,151971.64,35.95,0.02,4811.61,3.17,4847.56,3.19,0.0,4811.61,3.17,P 1,,2025.0,2.0,TPA TEGALASRI,TPA Pemda (Non Regional),A,80499.62,77811.98,2117.0,567.21,3.43,0.0,"Dusun Caruban RT 03/RW 14 Desa Tegalasri, Kecamatan Wlingi, Kabupaten Blitar",DUSUN TEGALASRI,WLINGI,Pemda DATI II,1.41,Open Dumping,1994,-,84.6,Manual Book,Tidak Ada,Sebulan sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2,ADA,Untuk Bahan Bakar,15
,Jawa Timur,Kab. Bojonegoro,,,,,,,,,,,,,2025.0,2.0,TPA Banjarsari,TPA Pemda (Non Regional),A,27027.15,24895.55,1168.0,0.0,963.6,0.0,jl tugu,banjarsari,trucuk,Lainnya,4.95,Open Dumping,4/21/1991,-,20000,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Sebulan sekali,4,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12,ADA,Untuk Energi Listrik,-
2025.0,Jawa Timur,Kab. Bondowoso,115832.6,43.8,0.04,41.16,0.04,84.96,0.07,43.8,41.16,0.07,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Timur,Kab. Jember,383312.63,76.02,0.02,2088.69,0.54,2164.71,0.56,0.0,2088.69,0.54,P 1,,2025.0,2.0,TPA Kencong,TPA Pemda (Non Regional),A,2190.0,1825.0,0.0,0.0,365.0,0.0,"Ds. Kraton, Kec.Kencong",,,Pemda DATI II,1.5,Open Dumping,-,-,14,Manual Book,Tidak Ada,Tiga atau Empat Bulan Sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Jawa Timur,Kab. Jember,383312.63,76.02,0.02,2088.69,0.54,2164.71,0.56,0.0,2088.69,0.54,P 1,,2025.0,2.0,TPA Ambulu,TPA Pemda (Non Regional),A,6570.0,6205.0,0.0,0.0,365.0,0.0,"Ds Langon, Kec.Ambulu",,,Pemda DATI II,1.5,Open Dumping,-,-,1.4,Manual Book,Tidak Ada,Tiga atau Empat Bulan Sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Jawa Timur,Kab. Jember,383312.63,76.02,0.02,2088.69,0.54,2164.71,0.56,0.0,2088.69,0.54,P 1,,2025.0,2.0,TPA PAKUSARI,TPA Pemda (Non Regional),A,83220.0,72160.5,4270.5,3942.0,2847.0,0.0,DUSUN LAMPARAN,,,Pemda DATI II,68,Open Dumping,-,-,32,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Dua minggu sekali,4,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",-,ADA,Tidak ada. Melepas gas Metana ke udara.,4
2025.0,Jawa Timur,Kab. Jember,383312.63,76.02,0.02,2088.69,0.54,2164.71,0.56,0.0,2088.69,0.54,P 1,,2025.0,2.0,TPA Tanggul,TPA Pemda (Non Regional),A,1460.0,1095.0,0.0,0.0,365.0,0.0,Ds.Manggisan Kec.Tanggul,,,Pemda DATI II,2,Open Dumping,-,-,1.4,Manual Book,Tidak Ada,Tiga atau Empat Bulan Sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Jawa Timur,Kab. Jombang,195051.91,48.31,0.02,103281.35,52.95,103329.66,52.98,47.89,38106.95,19.56,P 1,,2025.0,2.0,TPA Banjardowo,TPA Pemda (Non Regional),A,71069.15,69061.65,839.5,1168.0,0.0,0.0,Desa Banjardowo,Banjardowo,Jombang,Pemda DATI II,39.24,Control Landfill,1994,-,44684,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,5,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12,ADA,Tidak ada. Melepas gas Metana ke udara.,-
2025.0,Jawa Timur,Kab. Kediri,247028.5,65611.09,26.56,77173.09,31.24,142784.17,57.8,65464.14,26584.08,37.26,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Timur,Kab. Lamongan,199655.44,655.18,0.33,29624.7,14.84,30279.87,15.17,655.18,29624.7,15.17,P 1,,2025.0,1.0,TPA TAMBAKRIGADUNG,TPA Pemda (Non Regional),A,54750.0,49092.5,3650.0,1825.0,182.5,0.0,"DESA TAMBAKRIGADUNG, KECAMATAN TIKUNG",,,Pemda DATI II,6.66,Open Dumping,JUNI 1989,-,20,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Sebulan sekali,4,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",1,ADA,Tidak ada. Melepas gas Metana ke udara.,-
2025.0,Jawa Timur,Kab. Madiun,107729.75,25268.16,23.46,41845.93,38.84,67114.1,62.3,24666.23,26844.44,47.81,P 1,,2025.0,2.0,TPA Kaliabu,TPA Pemda (Non Regional),A,15768.0,12629.0,540.2,1741.05,857.75,0.0,Jl. Melati,Desa Kaliabu,Mejayan,Pemda DATI II,5,Sanitary Landfill,2 januari 2018,2023,2485.16,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",4,ADA,Untuk Bahan Bakar,1
2025.0,Jawa Timur,Kab. Magetan,101148.8,849.09,0.84,77931.44,77.05,78780.53,77.89,840.67,60100.68,60.25,P 1,,2025.0,1.0,Milangasri,TPA Pemda (Non Regional),A,17830.25,17829.88,0.1,0.21,0.05,0.0,Waru Wetan,Milangasri,Panekan,Pemda DATI II,4.2,Control Landfill,-,-,500,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",4,ADA,Tidak ada. Melepas gas Metana ke udara.,-
2025.0,Jawa Timur,Kab. Malang,356238.93,0.0,0.0,232903.05,65.38,232903.05,65.38,0.0,71244.55,20.0,P 1,,2025.0,2.0,TPA PARAS PONCOKUSUMO,TPA Pemda (Non Regional),A,54969.0,54969.0,0.0,0.0,0.0,0.0,Jln. Raya Paras RT 23 RW 05,DESA KARANG NONGKO,KECAMATAN PONCOKUSUMO,Pemda DATI II,4.56,Control Landfill,1995,-,778,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,-,-,-,TIDAK ADA,Tidak ada. Melepas gas Metana ke udara.,160
2025.0,Jawa Timur,Kab. Malang,356238.93,0.0,0.0,232903.05,65.38,232903.05,65.38,0.0,71244.55,20.0,P 1,,2025.0,2.0,TPA Randuagung,TPA Pemda (Non Regional),A,55407.0,55407.0,0.0,0.0,0.0,0.0,Jln. Gondang RT 02 RW 04,Desa Randuagung,Singosari,Lainnya,456,Control Landfill,-,-,317000,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",-,TIDAK ADA,-,-
2025.0,Jawa Timur,Kab. Malang,356238.93,0.0,0.0,232903.05,65.38,232903.05,65.38,0.0,71244.55,20.0,P 1,,2025.0,2.0,TPA SAMPAH WISATA EDUKASI TALANGAGUNG KEPANJEN,TPA Pemda (Non Regional),A,104134.5,104134.5,0.0,0.0,0.0,0.0,Jln. Dusun Kasin RT 01 RW 03,Desa Talangagung,Kepanjen,Pemda DATI II,99999.99,Control Landfill,1 Januari 1991,-,2000,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2,ADA,Tidak ada. Melepas gas Metana ke udara.,250
2025.0,Jawa Timur,Kab. Mojokerto,164577.1,881.77,0.54,86165.45,52.36,87047.22,52.89,881.77,53315.45,32.93,P 1,,2025.0,2.0,TPA Karangdiyeng,TPA Pemda (Non Regional),A,32850.0,26280.0,3066.0,2281.25,1222.75,0.0,"Desa Karangdiyeng, Kecamatan Kutorejo",,,Pemda DATI II,4.2,Control Landfill,-,-,1.2,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tiga hari sekali atau seminggu dua kali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",-,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Jawa Timur,Kab. Nganjuk,167697.21,2536.61,1.51,30620.67,18.26,33157.28,19.77,2525.93,16280.9,11.21,P 1,,2025.0,2.0,TPA Pandantoyo,TPA Pemda (Non Regional),A,5725.07,4581.96,232.82,337.78,572.51,0.0,Jl. Pandantoyo,Pandantoyo,Kertosono,,0,Control Landfill,-,-,4000,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,ADA,-,-
2025.0,Jawa Timur,Kab. Nganjuk,167697.21,2536.61,1.51,30620.67,18.26,33157.28,19.77,2525.93,16280.9,11.21,P 1,,2025.0,2.0,TPA Bendil,TPA Pemda (Non Regional),A,3816.71,3053.75,182.82,274.8,305.34,0.0,Jl. Bendil,Berbek,Nganjuk,Pemda DATI II,1,Control Landfill,-,-,4000,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,ADA,-,-
2025.0,Jawa Timur,Kab. Nganjuk,167697.21,2536.61,1.51,30620.67,18.26,33157.28,19.77,2525.93,16280.9,11.21,P 1,,2025.0,2.0,TPA Kedungdowo,TPA Pemda (Non Regional),A,19137.76,15313.25,1771.59,513.23,1539.69,0.0,Jl. Kedungdowo,Kedungdowo,Nganjuk,Pemda DATI II,0,Open Dumping,-,-,8050,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Sebulan sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",1,ADA,Tidak ada. Melepas gas Metana ke udara.,-
2025.0,Jawa Timur,Kab. Ngawi,135732.85,113.31,0.08,17820.96,13.13,17934.26,13.21,113.15,5757.71,4.33,P 1,,2025.0,1.0,TPA Mantingan,TPA Pemda (Non Regional),A,1825.0,1752.0,0.0,0.0,73.0,0.0,Jatimulyo,Jatimulyo,Mantingan,Pemda DATI II,0.54,Open Dumping,2016,2026,2800,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,ADA,-,-
2025.0,Jawa Timur,Kab. Ngawi,135732.85,113.31,0.08,17820.96,13.13,17934.26,13.21,113.15,5757.71,4.33,P 1,,2025.0,1.0,TPA Karangjati,TPA Pemda (Non Regional),A,1460.0,1387.0,0.0,0.0,73.0,0.0,Legundi,Legundi,Karangjati,Pemda DATI II,0.09,Open Dumping,2015,2025,4800,-,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Jawa Timur,Kab. Pacitan,109589.86,13.37,0.01,34121.16,31.14,34134.53,31.15,10.97,23371.91,21.34,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Timur,Kab. Pamekasan,102565.04,49.66,0.05,63082.91,61.51,63132.57,61.55,31.76,14950.36,14.61,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Timur,Kab. Pasuruan,246806.14,0.18,0.0,31421.81,12.73,31421.99,12.73,0.0,19121.31,7.75,P 1,,2025.0,1.0,WONOKERTO,TPA Regional,A,73000.0,68802.5,182.5,1095.0,2920.0,0.0,Desa Wonokerto,,,Pemda DATI I,0,Open Dumping,-,-,2250,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tiga hari sekali atau seminggu dua kali,-,-,-,TIDAK ADA,Tidak ada. Melepas gas Metana ke udara.,-
2025.0,Jawa Timur,Kab. Ponorogo,142935.17,0.0,0.0,26256.67,18.37,26256.67,18.37,0.0,11656.67,8.16,P 1,,2025.0,2.0,TPA Mrican,TPA Pemda (Non Regional),A,19710.0,19710.0,0.0,0.0,0.0,0.0,Mrican,Mrican,Jenangan,Pemda DATI II,2.22,Open Dumping,-,2020,0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Sebulan sekali,2,-,1,ADA,Untuk Bahan Bakar,-
2025.0,Jawa Timur,Kab. Probolinggo,174217.71,188.36,0.11,5264.24,3.02,5452.6,3.13,188.32,5264.24,3.13,P 1,,2025.0,1.0,TPA Seboroh Krejengan,TPA Pemda (Non Regional),A,17409.4,17409.4,0.0,0.0,0.0,0.0,Seboro,Seboroh,Krejengan,Pemda DATI II,5.1,Open Dumping,2012,2023,18000,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Sebulan sekali,7,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",1,ADA,Tidak ada. Melepas gas Metana ke udara.,2
,Jawa Timur,Kab. Sampang,,,,,,,,,,,,,2025.0,2.0,TPA Gunung Maddah,TPA Pemda (Non Regional),A,12410.0,11096.0,365.0,584.0,365.0,0.0,desa Gunung Maddah,Gunung Maddah,Sampang,Pemda DATI II,5,Control Landfill,"15,mei,2000",2025,5000,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Jawa Timur,Kab. Sidoarjo,325676.56,0.0,0.0,208854.48,64.13,208854.48,64.13,0.0,10272.04,3.15,P 1,,2025.0,2.0,TPA Griyo Mulyo,TPA Pemda (Non Regional),A,195602.82,194288.09,154.23,186.85,973.64,0.0,Jl. Raya Kalisogo RT 03 / RW 02,Desa Kupang,Jabon,Pemda DATI II,28.62,Control Landfill,2005,5,35000,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",11,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Jawa Timur,Kab. Situbondo,93669.45,3403.75,3.63,61747.29,65.92,65151.04,69.55,143.34,6267.29,6.84,P 1,,2025.0,2.0,TPA Sliwung,TPA Pemda (Non Regional),A,54677.0,19491.0,19819.5,8030.0,7336.5,0.0,Sliwung RT 6 RW 3,Sliwung,Panji,,51,Control Landfill,1990,-,8904,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",2,ADA,Untuk Energi Listrik,30
2025.0,Jawa Timur,Kab. Trenggalek,110056.26,10722.85,9.74,48143.0,43.74,58865.85,53.49,9982.02,10730.5,18.82,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Timur,Kab. Tuban,194138.51,11821.54,6.09,105253.4,54.22,117074.94,60.3,11523.12,34078.4,23.49,P 1,,2025.0,2.0,TPA Gunung Panggung,TPA Pemda (Non Regional),A,72270.0,59495.0,2190.0,3285.0,7300.0,0.0,Jl. Kebersihan,Gedongombo,Semanding,Pemda DATI II,3.8,Control Landfill,1-01-2011,2025,10000,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12,ADA,Untuk Bahan Bakar,-
2025.0,Jawa Timur,Kota Batu,44582.56,20.4,0.05,28754.3,64.5,28774.7,64.54,0.0,14852.88,33.32,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Timur,Kota Kediri,64911.66,61.38,0.09,60814.28,93.69,60875.66,93.78,54.26,3545.78,5.55,P 1,,2025.0,2.0,TPA  KLOTOK KOTA KEDIRI,TPA Pemda (Non Regional),A,57991.2,57918.2,73.0,0.0,0.0,0.0,POJOK,POJOK,MOJOROTO,,0,Open Dumping,-,-,21100,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Dua minggu sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12,ADA,Tidak ada. Melepas gas Metana ke udara.,-
